year	section_id	section_name	hs2_id	hs2_name	hs4_id	hs4_name	pci_rank	pci
2012	06	Chemical Products	28	Inorganic chemicals	2822	Cobalt Oxides and Hydroxides	655	-0.1977261262
2012	06	Chemical Products	28	Inorganic chemicals	2823	Titanium Oxides	296	0.6407651709
2012	06	Chemical Products	28	Inorganic chemicals	2825	Inorganic Salts	689	-0.3471907993
2012	06	Chemical Products	28	Inorganic chemicals	2826	Fluorides	531	0.1150590479
2012	06	Chemical Products	28	Inorganic chemicals	2827	Chlorides	413	0.3793578231
2012	06	Chemical Products	28	Inorganic chemicals	2828	Hypochlorites	578	0.0182377829
2012	06	Chemical Products	28	Inorganic chemicals	2829	Chlorates and Perchlorates	711	-0.4120640712
2012	06	Chemical Products	28	Inorganic chemicals	2833	Sulfates	633	-0.1501841703
2012	06	Chemical Products	28	Inorganic chemicals	2834	Nitrites and Nitrates	532	0.1126643121
2012	06	Chemical Products	28	Inorganic chemicals	2835	Phosphinates (hypophosphites) and phosphonates (phosphites)	345	0.5433642723
2012	06	Chemical Products	28	Inorganic chemicals	2836	Carbonates	738	-0.4845832339
2012	06	Chemical Products	28	Inorganic chemicals	2837	Cyanides	586	-0.0077931314
2012	06	Chemical Products	28	Inorganic chemicals	2839	Silicates	652	-0.1889699213
2012	06	Chemical Products	28	Inorganic chemicals	2840	Borates	422	0.3645947836
2012	06	Chemical Products	28	Inorganic chemicals	2841	Oxometallic or Peroxometallic Acid Salts	687	-0.3429244154
2012	06	Chemical Products	28	Inorganic chemicals	2842	Other Inorganic Acids Salts	70	1.3023345353
2012	06	Chemical Products	28	Inorganic chemicals	2843	Precious Metal Compounds	305	0.6225161943
2012	06	Chemical Products	28	Inorganic chemicals	2844	Radioactive Chemicals	669	-0.2698775536
2012	06	Chemical Products	28	Inorganic chemicals	2846	Rare-Earth Metal Compounds	327	0.5719321804
2012	06	Chemical Products	28	Inorganic chemicals	2847	Hydrogen peroxide	489	0.2005915565
2012	06	Chemical Products	28	Inorganic chemicals	2849	Carbides	555	0.0636082739
2012	06	Chemical Products	28	Inorganic chemicals	2850	Hydrides and other anions	31	1.4991160433
2012	06	Chemical Products	28	Inorganic chemicals	2853	Other inorganic compounds	41	1.452841334
2012	06	Chemical Products	29	Organic chemicals	2901	Acyclic Hydrocarbons	556	0.0623972629
2012	06	Chemical Products	29	Organic chemicals	2902	Cyclic Hydrocarbons	651	-0.1879213128
2012	06	Chemical Products	29	Organic chemicals	2903	Halogenated Hydrocarbons	32	1.498823501
2012	06	Chemical Products	29	Organic chemicals	2904	Sulfonated, Nitrated or Nitrosated Hydrocarbons	605	-0.0699444982
2012	06	Chemical Products	29	Organic chemicals	2905	Acyclic Alcohols	677	-0.2977411098
2012	06	Chemical Products	29	Organic chemicals	2906	Cyclic Alcohols	448	0.299912881
2012	06	Chemical Products	29	Organic chemicals	2907	Phenols	167	0.9648859657
2012	06	Chemical Products	29	Organic chemicals	2908	Phenol Derivatives	116	1.1208782932
2012	06	Chemical Products	29	Organic chemicals	2909	Ethers	468	0.2522488874
2012	06	Chemical Products	29	Organic chemicals	2910	Epoxides	66	1.3253489823
2012	06	Chemical Products	29	Organic chemicals	2912	Aldehydes	286	0.6558905381
2012	06	Chemical Products	29	Organic chemicals	2914	Ketones and Quinones	87	1.2271843004
2012	06	Chemical Products	29	Organic chemicals	2915	Saturated Acyclic Monocarboxylic Acids	281	0.6703760319
2012	06	Chemical Products	29	Organic chemicals	2916	Unsaturated Acyclic Monocarboxylic Acids	164	0.9691902598
2012	06	Chemical Products	29	Organic chemicals	2917	Polycarboxylic Acids	516	0.1635323144
